delx,dely,eta,lt,theta,k,l1,l2,p,kde.bw,kde.n,kde.lags,kde.win,pei,pai
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,5e-05,0.5,482,all,6,7,0.03125,5.60949984371865
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,5e-04,0.5,482,all,6,7,0.03125,5.60949984371865
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-04,0.25,482,all,6,7,0.03125,5.60949984371865
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-04,0.33,482,all,6,7,0.03125,5.60949984371865
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-04,0.5,482,all,6,7,0,0
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-04,0.66,482,all,6,7,0.0625,11.2189996874373
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-04,0.75,482,all,6,7,0.0625,11.2189996874373
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-04,1,482,all,6,7,0,0
250,250,1,0.5,0,200,1e-06,1e-04,0.5,250,all,1,3,0.0578512396694215,19.7022829138756
250,250,1,0.5,0,200,1e-04,1e-04,0.5,250,all,1,3,0.0578512396694215,19.7022829138756
250,250,1,0.5,0,200,0.001,1e-04,0.5,250,all,1,3,0.0165289256198347,5.62922368967874
250,250,1,0.5,0,200,0.005,1e-04,0.5,250,all,1,3,0.00826446280991736,2.81461184483937
250,250,1,0.5,0,200,1e-05,1e-06,0.5,250,all,1,3,0.0165289256198347,5.62922368967874
250,250,1,0.5,0,200,1e-05,5e-06,0.5,250,all,1,3,0.0165289256198347,5.62922368967874
250,250,1,0.5,0,200,1e-05,1e-05,0.5,250,all,1,3,0.0330578512396694,11.2584473793575
250,250,1,0.5,0,200,1e-05,5e-05,0.5,250,all,1,3,0.0495867768595041,16.8876710690362
250,250,1,0.5,0,200,1e-05,5e-04,0.5,250,all,1,3,0.0495867768595041,16.8876710690362
250,250,1,0.5,0,200,1e-05,1e-04,0.25,250,all,1,3,0.0495867768595041,16.8876710690362
250,250,1,0.5,0,200,1e-05,1e-04,0.33,250,all,1,3,0.0578512396694215,19.7022829138756
